model,feature,pr_drop_mean,pr_drop_std,roc_drop_mean,roc_drop_std
rf_balanced,elev_m,0.09806595783198267,0.02888304249622204,0.16506408060330474,0.025876844166324464
rf_balanced,log_precip_bio12,0.06730810352723285,0.021123689084438835,0.0454282445921268,0.016907295270404396
rf_balanced,aspect_sin,0.017537036839161246,0.014960002388553675,0.0100425863060567,0.010574210299479631
rf_balanced,log_spi,0.012275112439118352,0.020062048958048254,0.0023867398502787074,0.006076275680601428
rf_balanced,twi,0.010710014761410924,0.006934754587311039,-0.004710182988859013,0.005440324214942325
rf_balanced,aspect_cos,0.0037024156909823856,0.023217361539139874,0.008933177915263135,0.013107221052392247
rf_balanced,slope_deg,0.0012200046264091435,0.026392691982652178,-0.004171859115170195,0.012178923750453263
rf_balanced,log_dist_river,4.7226904423636194e-05,0.008136974801661916,-0.0031722311296599635,0.010060072009074382
rf_balanced,log_sca,-0.0008305451822128828,0.010485815022922501,-0.0022615777294266335,0.004469528323572663
